0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.65,0.31012
0.59635,0.29983
0.54433,0.29039
0.49468,0.28163
0.44782,0.2734
0.40403,0.26558
0.36341,0.25806
0.32596,0.25074
0.29163,0.24355
0.2603,0.23641
0.23182,0.22925
0.20603,0.22202
0.18273,0.21466
0.69111,-0.088922
0.62341,-0.093741
0.53326,-0.094358
0.45622,-0.094762
0.39037,-0.094925
0.33407,-0.094816
0.28592,-0.094405
0.24474,-0.093663
0.20949,-0.092563
0.69953,0.0046646
0.69947,0.0053021
0.69939,0.0061402
0.60595,0.0063177
0.51507,0.0063862
0.43782,0.0064396
0.37216,0.0064753
0.31635,0.0064906
0.2689,0.0064827
0.22858,0.0064488
0.69526,-0.047408
0.69475,-0.052497
0.69412,-0.05881
0.69332,-0.066845
0.672,-0.075149
0.57351,-0.075842
0.48951,-0.076374
0.41786,-0.076718
0.35674,-0.076849
0.30459,-0.076738
0.26008,-0.07636
0.22209,-0.075688
0.65078,-0.49216
0.65866,-0.41341
0.66266,-0.37343
0.66495,-0.35047
0.66627,-0.33729
0.66692,-0.33079
0.66705,-0.32953
0.66671,-0.33289
0.64109,-0.32813
0.59435,-0.31569
0.54727,-0.3045
0.50103,-0.2943
0.45646,-0.28487
0.41408,-0.27604
0.37424,-0.26768
0.3371,-0.25967
0.30274,-0.25189
0.27113,-0.24426
0.2422,-0.23671
0.21585,-0.22916
0.19193,-0.22154
